Company,Question,Date
Business Data Analyst at Reliance Industries was asked...,Basic CV Probing. Basic Data Science question. Gave laptop to code some basic string and data manipulation questions on python. Final Round with higher management. Asked some basic experience and personality based questions.,10-Mar-20
Data Analyst at Econship was asked...,Tell me something about yourself.,1-Mar-18
Data Analyst at MCA Engineering was asked...,What is your current role?,10-Sep-19
Data Analyst at Unbxd was asked...,Basic profile related,8-Jun-19
Data Analyst at HSBC Holdings was asked...,"Difference between table and view,stored procedure and function,wildcards. They will give some queries to write",4-Feb-19
Business Data Analyst at Merilytics was asked...,Business case on sales strategy for a medical equipment,9-Aug-19
Data Analyst at HSBC Holdings was asked...,"Questions on SQL : joins, sub queries etc and questions on SAS",9-Jul-17
Data Analyst at Baysquare was asked...,what is root cause analysis,2-Sep-16
Data Analyst at Baysquare was asked...,whats regression,2-Sep-16
Data Analyst at Baysquare was asked...,what does data analysis mean ??,2-Sep-16
Data Analyst at Zen3 Info Solutions was asked...,Tell me about urself,1-Jul-20
Data Analyst at GfK was asked...,Algorithm to print all anagrams of a string?,30-Aug-18
Data Analyst at Ipsos was asked...,Analyse the following graph.,31-Mar-18
Junior Healthcare Data Analyst at SCIO Health Analytics was asked...,First round : -Tell me about yourself,27-Oct-19
Data Analyst at Atos was asked...,Basics of programming in C & C++,3-Dec-19
Data Analyst at Decision Point was asked...,Ranking employees in hierarchy level given you have employee_id and manager_id,29-May-20
Data Analyst at Decision Point was asked...,What part of Data-Analytics field excites you the most ?,29-May-20
Data Analyst at Penna Cement Industries was asked...,20 Blue and 13 Red Balls Probability Question. A case study on Transportation problem. How do you transport goods from A to B within Minimum time and Minimum Cost?,23-Sep-18
Data Analyst at Belong was asked...,Data was given and asked to come up with insights. Open ended,26-Jun-17
Data Analyst at Awign Enterprises was asked...,the whole interview was based on the advanced formula used in google spreadsheets,1-Aug-18
Data Analyst at Risk Management Solutions was asked...,A lot of question on programming language and data structure,11-Jan-20
Data Scientist/Data Analyst/Product Developer at Arcadis was asked...,"1) Tell me about yourself. 2) Questions on projects mentioned in resume. 3) Rate yourself on R and SQL. 4) What are your strengths? 5) How do you print your name in reverse order without any custom function? A: Read the string character by character and print it using a loop by decreasing the index. 6) How do you create a bar and line chart using three data columns x,y, color,z . visualization write using ggplot. a: ggplot(data=data,aes(x=x,y=y))+geom_point()+ggtitle(color) ggplot(data=data, aes( x=x,y=z))+geom_bar() 7) Pick a number between 0 to 100. If you pick the number 10,000 times and plot the result. how would the distribution look like? and what is the mean A: Normal distribution. Mean is 50 8) what is the factor that controls the width of normal distribution? a: variance",23-Oct-18
Data Analyst at Risk Management Solutions was asked...,A lot of question on programming language and data structure,11-Jan-20
Data Analyst at Hansa Cequity was asked...,"Query on where ,having and group by clause",1-Sep-15
Data Analyst at Hansa Cequity was asked...,"Aptitude - Maths, English, Logical, Reasoning Technical written - Sql 15 queries quite easy ( second biggest salary, Acid, Date format questions) Manager round - Mostly questions from written exam, and basic Sql questions Hr round - Family background and previous experience, Salary, questions from resume",19-May-20
Data Analyst at Serco Group was asked...,what is your last salary,20-Jul-15
Data Analyst at Serco Group was asked...,tell me about yourself hobbies strenghts and weakness,8-May-16
Data Analyst at Moody's Analytics was asked...,"Questions mostly related to regression, correlation, eigen vectros",28-Mar-16
Senior Data Analyst at EXL Service was asked...,Mainly based on the project I did. And a puzzle question.,10-Jun-19
Data Analyst at ExxonMobil was asked...,Guesstimate: tell us an approach to calculate the number of guitar owners in your city.,8-Jan-19
Data Analyst at EXL Service was asked...,how many zeroes are there in 10 factorial,3-Dec-15
Digital Marketing Manager and Data Analyst at Multiplier Solutions was asked...,what is your strength and goal in life?,5-Jan-19
Trainee Data Analyst at Elixir CT was asked...,What is my expected salary?,2-Feb-18
Data Analyst at CitiusTech was asked...,"Predictive analytics, data modeling, clustering and other stats logic question",26-Nov-16
Data Analyst at TresVista was asked...,How do you plan on achieving your goals in the future?,5-Sep-17
Data Analyst at Crest Data Systems was asked...,What does the API call request return when you want to fetch photos from online mongoDB database?,26-Aug-19
Data Analyst at Motilal Oswal Securities was asked...,Introduce yourself family background,8-Jun-18
Data Analyst at Ducima Analytics was asked...,"Clustering,Sentimental analysis,How to connect API",15-Nov-16
Data Analyst at Motilal Oswal Securities was asked...,He pitched me salary which was less than my current salary,28-Jul-18
Data Analyst at SS Supply Chain Solutions was asked...,What are your strengths?,10-Nov-18
Data Analyst at iQuanti was asked...,"Nothing is unexpected if you do your home work,stick to the basics and basic mathematical concepts related to statistics,guesstimates and basic analysis of a certain given case.",8-Sep-13
Lead/Data Analyst Manager at Gramener was asked...,what is 2sigma,17-Jan-19
Data Analyst at XYZ (Turkey) was asked...,What effort i can put to improve the workflow.,10-Oct-18
Trainee Data Analyst at Mu Sigma was asked...,How much amount of paint will it require to cover a wall of dimensions 9×8?,22-Aug-19
Data Analyst at iQuanti was asked...,"Nothing is unexpected if you do your home work,stick to the basics and basic mathematical concepts related to statistics,guesstimates and basic analysis of a certain given case.",8-Sep-13
Data Analyst at iQuanti was asked...,subjective questions in written(who is your hero and why and marketing strategy for new website),20-Jan-14
Data Analyst at Cogencis Information Services was asked...,1) 3 types of expenses 2)Balance Sheet 3) Eg of current and non current assets 4) vertical income statement format and few more accounting questions,29-Nov-16
Data Analyst at Mu Sigma was asked...,Too many puzzles,7-Sep-15
Data Analyst at Mu Sigma was asked...,None,4-Jun-13
Data Analyst at Mu Sigma was asked...,"Describe yourself, why data analysis.",16-May-15
Data Analyst at Mu Sigma was asked...,"Describe yourself, why data analysis.",3-Jun-15
Data Analyst at BRIDGEi2i was asked...,How would you detect whether there is a gender pay gap in the company?,5-Sep-18
Data Analyst at BRIDGEi2i was asked...,what will u do in the next 3 years of joining,24-Sep-19
Data Analyst at BRIDGEi2i was asked...,Only from resume,15-Nov-19
Data Analyst at NITS was asked...,"Related to MS Excel formulae, R Language and Python",9-Mar-19
Data Analyst at Tata Consultancy Services was asked...,General Experience and background questions,6-Jul-19
Data Analyst at LatentView Analytics was asked...,"they asked some puzzles, then technical ques reg SQL",10-Mar-16
Data Analyst at LatentView Analytics was asked...,Riddles,9-Aug-17
Data Analyst at LatentView Analytics was asked...,"DBMS queries, sub queries and joins, etc.",27-Sep-16
Data Analyst at FE fundinfo was asked...,General questions,24-Jul-16
Data Analyst at Genpact was asked...,What was taught to you in the six sigma course,31-May-19
Data Analyst at FE fundinfo was asked...,Tell About yourself,13-Jun-18
Data Analyst at LatentView Analytics was asked...,Database language,4-Jan-19
Data Analyst at Vishal was asked...,what do you do,14-Jun-20
Research Data Analyst at S&P Global was asked...,They usually asks basic accounting questions and some of the questions depend upon the internship you did during your MBA.,4-Feb-19
Data Analyst at BNY Mellon was asked...,4 decision making questions,3-Jul-20
Data Analyst at FE fundinfo was asked...,About mutual funds,25-Sep-19
Data Analyst at LatentView Analytics was asked...,There were some Technical Questions on Transistor basics as i was from ECE.,12-Sep-14
Data Analyst at LatentView Analytics was asked...,why data analytics although you good at your techical??,13-Sep-14
Data Analyst at NetApp was asked...,Everything was easy,16-Oct-13
Data Analyst at LatentView Analytics was asked...,In GD we are asked to discuss about the water scarcity problem in metropolitan cities.Still have to give interview which is tomorrow.,20-Aug-19
Data Analyst at LatentView Analytics was asked...,Riddles,9-Aug-17
Data Analyst at FE fundinfo was asked...,General questions,24-Jul-16
Research Data Analyst at S&P Global was asked...,They usually asks basic accounting questions and some of the questions depend upon the internship you did during your MBA.,4-Feb-19
Data Analyst at Cognizant Technology Solutions was asked...,"General questions about PV, causality assessments, submission timelines for ICSRs, narrative writing are being asked. Most importantly you will be asked to work in shifts",24-Feb-17
Data Analyst at Cognizant Technology Solutions was asked...,What is memoryless property of a distribution?,24-Feb-18
Data Analyst at Cognizant Technology Solutions was asked...,Are you willing to come on saturday if company requires you,8-May-17
Data Analyst at Cognizant Technology Solutions was asked...,what are the labeling document,8-May-17
Data Analyst at Wipro was asked...,Explain your one project in which you use the concept of data analysis.,18-May-18
Data Analyst at Snapdeal was asked...,Questions on different types of joins and advances excel,30-Jan-20
Data Analyst at Kantar was asked...,What is the closed form solution of linear regression?,14-Apr-19
Data Analyst at Cognizant Technology Solutions was asked...,what are the labeling document,8-May-17
Data Analyst at Cognizant Technology Solutions was asked...,What is memoryless property of a distribution?,24-Feb-18
